duplicate_type,value,count,source_students,global_project_ids
same_project_url,https://doi.org/10.11587/DAPG5Q,2,23455702;23711815,42287;57768
same_project_url,https://doi.org/10.11587/DBBFJJ,2,23455702;23711815,41898;59033
same_project_url,https://doi.org/10.11587/DDC8RH,2,23455702;23711815,41762;58664
same_project_url,https://doi.org/10.11587/DDZPYK,2,23455702;23711815,41024;57989
same_project_url,https://doi.org/10.11587/DFDQZH,3,23047806;23455702;23711815,3110;40847;57849
same_project_url,https://doi.org/10.11587/DFF88Q,2,23455702;23711815,41206;58254
same_project_url,https://doi.org/10.11587/DFFH5B,2,23455702;23711815,41189;58139
same_project_url,https://doi.org/10.11587/DFGIX5,2,23455702;23711815,41522;58568
same_project_url,https://doi.org/10.11587/DFQO9M,2,23455702;23711815,41474;58466
same_project_url,https://doi.org/10.11587/DG1LZB,2,23455702;23711815,41077;58294
same_project_url,https://doi.org/10.11587/DHVWLR,2,23455702;23711815,41607;58855
same_project_url,https://doi.org/10.11587/DHYPO4,2,23455702;23711815,41811;58841
same_project_url,https://doi.org/10.11587/DIBPEI,2,23455702;23711815,42164;57828
same_project_url,https://doi.org/10.11587/DITNJT,2,23455702;23711815,42218;57717
same_project_url,https://doi.org/10.11587/DJBIXN,2,23455702;23711815,40867;57710
same_project_url,https://doi.org/10.11587/DJFUZA,2,23455702;23711815,41381;58929
same_project_url,https://doi.org/10.11587/DJLJGH,2,23455702;23711815,42382;57758
same_project_url,https://doi.org/10.11587/DJNOHX,3,23455702;23460503;23711815,40831;52952;57731
same_project_url,https://doi.org/10.11587/DJZSJ9,3,23047806;23455702;23460503,3109;40893;54721
same_project_url,https://doi.org/10.11587/DL8MX5,3,23158587;23455702;23711815,25696;41871;58964
same_project_url,https://doi.org/10.11587/DMKZZS,2,23455702;23711815,41290;59017
same_project_url,https://doi.org/10.11587/DNUIVM,2,23455702;23711815,41417;58045
same_project_url,https://doi.org/10.11587/DP9H4J,2,23455702;23711815,41258;58645
same_project_url,https://doi.org/10.11587/DPB7E8,2,23455702;23711815,42360;58520
same_project_url,https://doi.org/10.11587/DQGUZ4,2,23455702;23711815,41860;58952
same_project_url,https://doi.org/10.11587/DT7E4L,2,23455702;23711815,41779;58687
same_project_url,https://doi.org/10.11587/DUANQX,3,23047806;23455702;23711815,3108;40876;57966
same_project_url,https://doi.org/10.11587/DUK6RQ,2,23455702;23711815,41456;58315
same_project_url,https://doi.org/10.11587/DUUGBY,2,23455702;23711815,42237;56861
same_project_url,https://doi.org/10.11587/DUXQPF,2,23455702;23711815,41443;58179
same_project_url,https://doi.org/10.11587/DUYEID,2,23455702;23711815,40976;58382
same_project_url,https://doi.org/10.11587/DW3PFM,2,23455702;23711815,41543;58631
same_project_url,https://doi.org/10.11587/DYJ4LR,2,23455702;23711815,41470;58463
same_project_url,https://doi.org/10.11587/DZAGM0,2,23455702;23711815,41566;58722
same_project_url,https://doi.org/10.11587/DZIHWC,2,23455702;23711815,41789;58725
same_project_url,https://doi.org/10.11587/E05L3A,2,23455702;23711815,41561;58702
same_project_url,https://doi.org/10.11587/E0YYWT,2,23455702;23711815,42323;58804
same_project_url,https://doi.org/10.11587/E1HGN7,2,23455702;23711815,42331;58639
same_project_url,https://doi.org/10.11587/E30Z5S,2,23455702;23711815,42063;57884
same_project_url,https://doi.org/10.11587/E46JTH,2,23455702;23711815,41675;59059
same_project_url,https://doi.org/10.11587/E4BUQA,4,23047806;23158587;23455702;23711815,3107;25665;40826;56876
same_project_url,https://doi.org/10.11587/E4YFEL,2,23455702;23711815,41910;59066
same_project_url,https://doi.org/10.11587/E5W1G0,2,23455702;23711815,41364;58779
same_project_url,https://doi.org/10.11587/E7N3CZ,2,23047806;23455702,3106;40833
same_project_url,https://doi.org/10.11587/E8HVEH,2,23455702;23711815,41054;58434
same_project_url,https://doi.org/10.11587/E9CVMW,2,23455702;23711815,41208;58267
same_project_url,https://doi.org/10.11587/E9EIAQ,2,23455702;23711815,41261;58709
same_project_url,https://doi.org/10.11587/EADSOF,2,23455702;23711815,40929;59117
same_project_url,https://doi.org/10.11587/EAS0Z4,2,23455702;23711815,41608;58856
same_project_url,https://doi.org/10.11587/EB7WTE,2,23455702;23711815,41177;58026
same_project_url,https://doi.org/10.11587/EDELFW,2,23455702;23711815,41636;58933
same_project_url,https://doi.org/10.11587/EEUVIR,2,23455702;23711815,42372;58660
same_project_url,https://doi.org/10.11587/EHJHFJ,2,23455702;23711815,42172;57720
same_project_url,https://doi.org/10.11587/EHS7LM,2,23455702;23711815,41310;58189
same_project_url,https://doi.org/10.11587/EHUXGZ,2,23455702;23711815,40956;58431
same_project_url,https://doi.org/10.11587/EJNIES,2,23455702;23711815,41745;58320
same_project_url,https://doi.org/10.11587/EMO6VP,2,23455702;23711815,41549;58671
same_project_url,https://doi.org/10.11587/EOXWGV,2,23455702;23711815,41115;58152
same_project_url,https://doi.org/10.11587/EOZSBQ,2,23455702;23711815,42081;57666
same_project_url,https://doi.org/10.11587/EP6K1T,2,23455702;23711815,41214;58328
same_project_url,https://doi.org/10.11587/EPJZ1O,2,23455702;23711815,42349;58495
same_project_url,https://doi.org/10.11587/ERDG3O,2,23455702;23711815,42086;57773
same_project_url,https://doi.org/10.11587/ERGULK,2,23455702;23711815,42330;58621
same_project_url,https://doi.org/10.11587/ERQLDE,2,23455702;23711815,41658;58998
same_project_url,https://doi.org/10.11587/ESCD2H,2,23455702;23711815,41777;58685
same_project_url,https://doi.org/10.11587/ESMLK4,2,23455702;23711815,41460;58440
same_project_url,https://doi.org/10.11587/ESQ22M,2,23455702;23711815,40969;58363
same_project_url,https://doi.org/10.11587/ET14ZN,2,23455702;23711815,41157;58630
same_project_url,https://doi.org/10.11587/ET6ZLJ,2,23455702;23711815,41874;58966
same_project_url,https://doi.org/10.11587/EUAVGJ,2,23455702;23711815,41727;58161
same_project_url,https://doi.org/10.11587/EV8WE6,2,23455702;23711815,41728;58167
same_project_url,https://doi.org/10.11587/EVMUHP,2,23455702;23711815,40856;57728
same_project_url,https://doi.org/10.11587/EVMUIK,2,23455702;23711815,41511;58550
same_project_url,https://doi.org/10.11587/EVZST2,2,23455702;23711815,41169;58835
same_project_url,https://doi.org/10.11587/EXAYWD,2,23455702;23711815,40989;58430
same_project_url,https://doi.org/10.11587/EXKDPE,2,23455702;23711815,41951;58763
same_project_url,https://doi.org/10.11587/EXWOFH,2,23455702;23711815,41567;58724
same_project_url,https://doi.org/10.11587/EYJMEZ,2,23455702;23711815,42406;57743
same_project_url,https://doi.org/10.11587/EYWBJC,2,23455702;23711815,41891;59021
same_project_url,https://doi.org/10.11587/EZ4EUA,2,23455702;23711815,42050;57748
same_project_url,https://doi.org/10.11587/EZUWQ9,2,23455702;23711815,41298;58019
same_project_url,https://doi.org/10.11587/F20IPK,2,23455702;23711815,40991;58707
same_project_url,https://doi.org/10.11587/F3DRNG,2,23455702;23711815,42394;57767
same_project_url,https://doi.org/10.11587/F6IJYM,2,23455702;23711815,41738;58278
same_project_url,https://doi.org/10.11587/F6VJUB,2,23455702;23711815,40951;58395
same_project_url,https://doi.org/10.11587/F7CD4D,2,23455702;23711815,42248;57753
same_project_url,https://doi.org/10.11587/F7FLPI,2,23455702;23711815,41873;58965
same_project_url,https://doi.org/10.11587/F8V4GL,2,23455702;23711815,42400;57781
same_project_url,https://doi.org/10.11587/F9DS0J,2,23455702;23711815,42184;57853
same_project_url,https://doi.org/10.11587/F9PEOA,2,23455702;23711815,41790;58740
same_project_url,https://doi.org/10.11587/F9WSOV,2,23455702;23711815,41141;58299
same_project_url,https://doi.org/10.11587/FA9LF5,3,23047806;23455702;23711815,3105;40866;57001
same_project_url,https://doi.org/10.11587/FAYLKE,2,23455702;23711815,41341;58628
same_project_url,https://doi.org/10.11587/FBSXFL,2,23455702;23711815,40995;58174
same_project_url,https://doi.org/10.11587/FCPGHZ,2,23455702;23711815,40999;58326
same_project_url,https://doi.org/10.11587/FCYSEI,2,23455702;23711815,42039;57932
same_project_url,https://doi.org/10.11587/FDHRKI,2,23455702;23711815,41901;59036
same_project_url,https://doi.org/10.11587/FDWLT0,2,23455702;23711815,41896;59029
same_project_url,https://doi.org/10.11587/FE2X6R,2,23455702;23711815,41067;58160
same_project_url,https://doi.org/10.11587/FECT0O,2,23455702;23711815,41634;58925
same_project_url,https://doi.org/10.11587/FEMUXE,2,23455702;23711815,41240;58540
same_project_url,https://doi.org/10.11587/FEOWG6,2,23455702;23711815,41086;58327
same_project_url,https://doi.org/10.11587/FEWVOJ,2,23455702;23711815,41885;59006
same_project_url,https://doi.org/10.11587/FIJXXC,2,23455702;23711815,42015;57808
same_project_url,https://doi.org/10.11587/FIRT4D,2,23455702;23711815,41370;58818
same_project_url,https://doi.org/10.11587/FIUZPV,2,23455702;23711815,41498;58533
same_project_url,https://doi.org/10.11587/FJ6QBT,2,23455702;23711815,41311;58196
same_project_url,https://doi.org/10.11587/FJBVTH,2,23455702;23711815,41719;58133
same_project_url,https://doi.org/10.11587/FJXMUN,2,23455702;23711815,41365;58781
same_project_url,https://doi.org/10.11587/FKBQH4,2,23455702;23711815,40983;58419
same_project_url,https://doi.org/10.11587/FKMRR2,2,23455702;23711815,41569;58733
same_project_url,https://doi.org/10.11587/FKX7MG,2,23455702;23711815,41663;59003
same_project_url,https://doi.org/10.11587/FL2DDW,2,23455702;23711815,40901;58875
same_project_url,https://doi.org/10.11587/FLEI4F,2,23455702;23711815,41207;58256
same_project_url,https://doi.org/10.11587/FM7UO1,2,23455702;23711815,41413;58034
same_project_url,https://doi.org/10.11587/FMILIA,3,23047806;23455702;23711815,3104;42102;57885
same_project_url,https://doi.org/10.11587/FMQJJY,2,23455702;23711815,41441;58170
same_project_url,https://doi.org/10.11587/FNE7VN,2,23455702;23711815,42320;57430
same_project_url,https://doi.org/10.11587/FNUZD6,2,23455702;23711815,40970;58370
same_project_url,https://doi.org/10.11587/FONPNV,2,23455702;23711815,41555;58696
same_project_url,https://doi.org/10.11587/FP8PTK,2,23455702;23711815,42175;57824
same_project_url,https://doi.org/10.11587/FPG6T8,2,23455702;23711815,42329;58617
same_project_url,https://doi.org/10.11587/FPG9SR,2,23455702;23711815,42208;59091
same_project_url,https://doi.org/10.11587/FSBRVE,2,23455702;23711815,42098;57854
same_project_url,https://doi.org/10.11587/FSRRU4,2,23455702;23711815,40818;56868
same_project_url,https://doi.org/10.11587/FSUIUB,2,23455702;23711815,41468;58460
same_project_url,https://doi.org/10.11587/FTDGA4,2,23455702;23711815,40904;57752
same_project_url,https://doi.org/10.11587/FULAHV,2,23455702;23711815,41264;58727
same_project_url,https://doi.org/10.11587/FUUHXC,2,23455702;23711815,41374;58829
same_project_url,https://doi.org/10.11587/FV3RR5,2,23455702;23711815,40948;58384
same_project_url,https://doi.org/10.11587/FVFGT0,2,23455702;23711815,41734;58264
same_project_url,https://doi.org/10.11587/FWEWSY,2,23455702;23711815,41908;59052
same_project_url,https://doi.org/10.11587/FWT4P8,3,23047806;23455702;23711815,3103;42107;57913
same_project_url,https://doi.org/10.11587/G0THD4,2,23455702;23711815,41457;58331
same_project_url,https://doi.org/10.11587/G3C2CS,2,23455702;23711815,40918;57694
same_project_url,https://doi.org/10.11587/G60565,2,23455702;23711815,40959;58437
same_project_url,https://doi.org/10.11587/G8VGJ7,2,23455702;23711815,41956;58886
same_project_url,https://doi.org/10.11587/GB8F5J,2,23455702;23711815,41091;58594
same_project_url,https://doi.org/10.11587/GBITFS,2,23455702;23711815,41662;59002
same_project_url,https://doi.org/10.11587/GBYEW7,2,23455702;23711815,41973;57790
same_project_url,https://doi.org/10.11587/GCSLIN,2,23455702;23711815,42174;57756
same_project_url,https://doi.org/10.11587/GDBBPJ,2,23455702;23711815,42119;57733
same_project_url,https://doi.org/10.11587/GDCSIC,2,23455702;23711815,41861;58954
same_project_url,https://doi.org/10.11587/GDXMS8,3,23047806;23455702;23711815,3102;40882;57978
same_project_url,https://doi.org/10.11587/GEENK5,2,23455702;23711815,41865;58956
same_project_url,https://doi.org/10.11587/GFDYEN,2,23455702;23711815,41501;58535
same_project_url,https://doi.org/10.11587/GFGFI9,2,23455702;23711815,41085;58318
same_project_url,https://doi.org/10.11587/GFQLCC,2,23455702;23711815,41122;58201
same_project_url,https://doi.org/10.11587/GGMWR0,2,23455702;23711815,41713;58123
same_project_url,https://doi.org/10.11587/GIIQCD,2,23455702;23711815,41925;58058
same_project_url,https://doi.org/10.11587/GJQZKO,2,23455702;23711815,41039;58304
same_project_url,https://doi.org/10.11587/GMK4ZO,2,23455702;23711815,42054;57822
same_project_url,https://doi.org/10.11587/GMUN1Z,2,23455702;23711815,41170;58834
same_project_url,https://doi.org/10.11587/GNPVKO,2,23455702;23711815,41394;57990
same_project_url,https://doi.org/10.11587/GPCKQV,2,23455702;23711815,41909;59056
same_project_url,https://doi.org/10.11587/GQCDCL,2,23455702;23711815,41227;58487
same_project_url,https://doi.org/10.11587/GRWZDI,3,23047806;23455702;23711815,3101;40895;57959
same_project_url,https://doi.org/10.11587/GS5AAZ,2,23455702;23711815,42340;58455
same_project_url,https://doi.org/10.11587/GSHUH5,2,23455702;23711815,42332;58647
same_project_url,https://doi.org/10.11587/GTMCJ5,2,23455702;23711815,41075;58255
same_project_url,https://doi.org/10.11587/GTT1P1,2,23455702;23711815,41652;58992
same_project_url,https://doi.org/10.11587/GUFHNU,2,23455702;23711815,41594;58794
same_project_url,https://doi.org/10.11587/GVAHOF,2,23455702;23711815,42347;58485
same_project_url,https://doi.org/10.11587/GWCFYO,2,23455702;23711815,41428;58109
same_project_url,https://doi.org/10.11587/GWK5JG,2,23455702;23711815,41506;58545
same_project_url,https://doi.org/10.11587/GXAPI7,2,23455702;23711815,40907;57938
same_project_url,https://doi.org/10.11587/GXCA5P,2,23455702;23711815,41448;58217
same_project_url,https://doi.org/10.11587/GXFRZM,2,23455702;23711815,41015;58415
same_project_url,https://doi.org/10.11587/GXQMLN,3,23047806;23455702;23711815,3100;42186;57902
same_project_url,https://doi.org/10.11587/GY3NVZ,2,23455702;23711815,40903;57708
same_project_url,https://doi.org/10.11587/GYJWVV,2,23455702;23711815,40931;57975
same_project_url,https://doi.org/10.11587/GYL4P7,2,23455702;23711815,41216;58334
same_project_url,https://doi.org/10.11587/GYV1WP,2,23455702;23711815,41809;58817
same_project_url,https://doi.org/10.11587/GZXIXQ,2,23455702;23711815,41968;59086
same_project_url,https://doi.org/10.11587/H0JEN5,2,23455702;23711815,41937;58271
same_project_url,https://doi.org/10.11587/H0QUGU,2,23455702;23711815,41411;58028
same_project_url,https://doi.org/10.11587/H0UJNT,2,23455702;23711815,42245;57735
same_project_url,https://doi.org/10.11587/H3C0YN,2,23455702;23711815,41680;59077
same_project_url,https://doi.org/10.11587/H3GJUT,2,23455702;23711815,40984;58421
same_project_url,https://doi.org/10.11587/H3KHV9,2,23455702;23711815,41621;58906
same_project_url,https://doi.org/10.11587/H3MUZS,2,23455702;23711815,41465;58453
same_project_url,https://doi.org/10.11587/H7HPRY,2,23455702;23711815,41335;58577
same_project_url,https://doi.org/10.11587/H9AL6Q,2,23455702;23711815,41833;58885
same_project_url,https://doi.org/10.11587/HAJJLZ,2,23455702;23711815,41853;58942
same_project_url,https://doi.org/10.11587/HBJHKT,2,23455702;23711815,42118;57673
same_project_url,https://doi.org/10.11587/HBY1SD,2,23455702;23711815,41401;58001
same_project_url,https://doi.org/10.11587/HCENU2,2,23455702;23711815,41444;58181
same_project_url,https://doi.org/10.11587/HDAMJY,2,23455702;23711815,41315;58213
same_project_url,https://doi.org/10.11587/HDD7NY,2,23455702;23711815,40966;58323
same_project_url,https://doi.org/10.11587/HE15KQ,2,23455702;23711815,42105;57905
same_project_url,https://doi.org/10.11587/HENLVF,3,23047806;23455702;23711815,3099;42126;57874
same_project_url,https://doi.org/10.11587/HEP6LM,2,23455702;23711815,42173;57755
same_project_url,https://doi.org/10.11587/HFFRXV,2,23455702;23711815,41712;58121
same_project_url,https://doi.org/10.11587/HFZBA3,2,23455702;23711815,41090;58418
same_project_url,https://doi.org/10.11587/HIQNW5,2,23455702;23711815,41755;58584
same_project_url,https://doi.org/10.11587/HJ9NST,2,23455702;23711815,41224;58355
same_project_url,https://doi.org/10.11587/HJJOHF,2,23455702;23711815,42319;58374
same_project_url,https://doi.org/10.11587/HLDAIY,2,23455702;23711815,41577;58757
same_project_url,https://doi.org/10.11587/HLWMDD,2,23455702;23711815,40974;58378
same_project_url,https://doi.org/10.11587/HLXZYQ,3,23047806;23455702;23711815,3098;40864;57946
same_project_url,https://doi.org/10.11587/HMJ3ME,2,23455702;23711815,41644;58983
same_project_url,https://doi.org/10.11587/HNUFCC,2,23455702;23711815,42254;59115
same_project_url,https://doi.org/10.11587/HNWHHY,2,23455702;23711815,42034;57889
same_project_url,https://doi.org/10.11587/HOGRA1,2,23455702;23711815,41714;58124
same_project_url,https://doi.org/10.11587/HOOMEL,2,23455702;23711815,41166;58710
same_project_url,https://doi.org/10.11587/HP7ZCS,2,23455702;23711815,41047;58387
same_project_url,https://doi.org/10.11587/HPJCHY,2,23455702;23711815,41403;58006
same_project_url,https://doi.org/10.11587/HSFFCN,2,23455702;23711815,42158;57674
same_project_url,https://doi.org/10.11587/HTF8TP,2,23455702;23711815,41692;58030
same_project_url,https://doi.org/10.11587/HTN2ZE,2,23455702;23711815,41152;58501
same_project_url,https://doi.org/10.11587/HTN7SV,2,23455702;23711815,41661;59001
same_project_url,https://doi.org/10.11587/HUQSXB,4,23047806;23455702;23460503;23711815,3097;40892;55718;57787
same_project_url,https://doi.org/10.11587/HW4HQ4,2,23455702;23711815,40998;58292
same_project_url,https://doi.org/10.11587/HWD8RY,2,23455702;23711815,41529;58579
same_project_url,https://doi.org/10.11587/HWZA1B,2,23455702;23711815,40917;57972
same_project_url,https://doi.org/10.11587/HX4NAZ,2,23455702;23711815,41955;58883
same_project_url,https://doi.org/10.11587/HXZK1P,2,23455702;23711815,41711;58119
same_project_url,https://doi.org/10.11587/HYMIOI,2,23455702;23711815,41132;58240
same_project_url,https://doi.org/10.11587/I2XXWY,2,23455702;23711815,41800;58772
same_project_url,https://doi.org/10.11587/I4GMPK,2,23455702;23711815,41174;59062
same_project_url,https://doi.org/10.11587/I5ATJA,2,23455702;23711815,41922;58022
same_project_url,https://doi.org/10.11587/I5DZCC,2,23455702;23711815,41533;58601
same_project_url,https://doi.org/10.11587/I6F9ZW,2,23455702;23711815,41722;58146
same_project_url,https://doi.org/10.11587/I6QQSR,2,23455702;23711815,41996;57923
same_project_url,https://doi.org/10.11587/I7QIYJ,2,23455702;23711815,42263;57722
same_project_url,https://doi.org/10.11587/I9TDEN,2,23455702;23711815,41698;58041
same_project_url,https://doi.org/10.11587/IAX6V4,2,23455702;23711815,41835;58889
same_project_url,https://doi.org/10.11587/IB4AL4,2,23455702;23711815,41033;58239
same_project_url,https://doi.org/10.11587/IBX4E8,2,23455702;23711815,41018;58438
same_project_url,https://doi.org/10.11587/IC66GC,2,23455702;23711815,42271;57716
same_project_url,https://doi.org/10.11587/ID7Z5G,2,23455702;23711815,41929;58107
same_project_url,https://doi.org/10.11587/IEJC5E,2,23455702;23711815,42326;58593
same_project_url,https://doi.org/10.11587/IFHYCL,2,23455702;23711815,41279;58832
same_project_url,https://doi.org/10.11587/IGXRAO,2,23455702;23711815,42080;57665
same_project_url,https://doi.org/10.11587/IGYQL5,2,23455702;23711815,41927;58075
same_project_url,https://doi.org/10.11587/IHHLHZ,2,23455702;23711815,41904;59042
same_project_url,https://doi.org/10.11587/IK3NEV,2,23455702;23711815,41421;58050
same_project_url,https://doi.org/10.11587/IKKBNB,2,23455702;23711815,41125;58220
same_project_url,https://doi.org/10.11587/ILEEDS,2,23455702;23711815,42018;57851
same_project_url,https://doi.org/10.11587/IMKDZI,2,23455702;23711815,42087;57788
same_project_url,https://doi.org/10.11587/INCYTK,2,23455702;23711815,41057;59063
same_project_url,https://doi.org/10.11587/INPDH6,2,23455702;23711815,41386;59058
same_project_url,https://doi.org/10.11587/IOIZ63,2,23455702;23711815,41390;59072
same_project_url,https://doi.org/10.11587/IOWVM8,2,23455702;23711815,41419;58047
same_project_url,https://doi.org/10.11587/IRO7VR,2,23047806;23455702,3096;40850
same_project_url,https://doi.org/10.11587/IRTXCO,2,23455702;23711815,40915;57970
same_project_url,https://doi.org/10.11587/IS5KSS,2,23455702;23711815,41212;58319
same_project_url,https://doi.org/10.11587/ISWAS0,2,23455702;23711815,41499;58536
same_project_url,https://doi.org/10.11587/ITNYQF,2,23455702;23711815,41269;58778
same_project_url,https://doi.org/10.11587/ITRCXX,2,23455702;23711815,42060;57848
same_project_url,https://doi.org/10.11587/IUQY4C,2,23455702;23711815,42338;58842
same_project_url,https://doi.org/10.11587/IV0NTR,2,23455702;23711815,41331;58507
same_project_url,https://doi.org/10.11587/IW0SCT,2,23455702;23711815,40963;58192
same_project_url,https://doi.org/10.11587/IWGHZB,2,23455702;23711815,41192;58149
same_project_url,https://doi.org/10.11587/IX5IQS,2,23455702;23711815,41031;58198
same_project_url,https://doi.org/10.11587/IXFPRC,2,23455702;23711815,41260;58654
same_project_url,https://doi.org/10.11587/IY3GP5,2,23455702;23711815,42090;57812
same_project_url,https://doi.org/10.11587/IY6M6L,3,23047806;23455702;23711815,3095;40884;57979
same_project_url,https://doi.org/10.11587/IYGIBZ,2,23455702;23711815,42260;57745
same_project_url,https://doi.org/10.11587/IYIFET,2,23455702;23711815,41009;58408
same_project_url,https://doi.org/10.11587/IYRWKY,2,23455702;23711815,41888;59012
same_project_url,https://doi.org/10.11587/IYZNKC,2,23455702;23711815,40913;57967
same_project_url,https://doi.org/10.11587/IZ6TAC,2,23455702;23711815,41578;58758
same_project_url,https://doi.org/10.11587/IZAWVV,3,23047806;23455702;23711815,3094;40890;57862
same_project_url,https://doi.org/10.11587/IZZQXS,2,23455702;23711815,41723;58150
same_project_url,https://doi.org/10.11587/J6DFZQ,2,23455702;23711815,42138;57930
same_project_url,https://doi.org/10.11587/J7BDJX,3,23047806;23455702;23711815,3093;40878;57945
same_project_url,https://doi.org/10.11587/JBBAK0,2,23455702;23711815,42159;57686
same_project_url,https://doi.org/10.11587/JCAAWY,2,23455702;23711815,41188;58138
same_project_url,https://doi.org/10.11587/JCAD9F,2,23455702;23711815,42341;58456
same_project_url,https://doi.org/10.11587/JE9XDZ,2,23455702;23711815,41868;58961
same_project_url,https://doi.org/10.11587/JF64YW,2,23455702;23711815,42285;57760
same_project_url,https://doi.org/10.11587/JGMRHP,2,23455702;23711815,41801;58773
same_project_url,https://doi.org/10.11587/JGTO96,2,23455702;23711815,41808;58813
same_project_url,https://doi.org/10.11587/JJ5QWT,2,23455702;23711815,42251;57429
same_project_url,https://doi.org/10.11587/JJRJ2O,2,23455702;23711815,42035;57901
same_project_url,https://doi.org/10.11587/JJXC1B,3,23047806;23455702;23711815,3092;40872;57977
same_project_url,https://doi.org/10.11587/JK4TH2,2,23455702;23711815,41890;59020
same_project_url,https://doi.org/10.11587/JKGBSM,3,23455702;23460503;23711815,40852;53050;59108
same_project_url,https://doi.org/10.11587/JKSQQH,2,23455702;23711815,42386;59105
same_project_url,https://doi.org/10.11587/JNFHZT,2,23455702;23711815,41911;59069
same_project_url,https://doi.org/10.11587/JNH9U7,3,23047806;23455702;23711815,3091;40837;57411
same_project_url,https://doi.org/10.11587/JNOHKQ,2,23455702;23711815,41961;59018
same_project_url,https://doi.org/10.11587/JOIYCU,2,23455702;23711815,41772;58679
same_project_url,https://doi.org/10.11587/JOPYC7,2,23455702;23711815,41537;58609
same_project_url,https://doi.org/10.11587/JOTK7Q,2,23455702;23711815,41134;58244
same_project_url,https://doi.org/10.11587/JOTU2R,2,23455702;23711815,41425;58076
same_project_url,https://doi.org/10.11587/JPQGSH,2,23455702;23711815,41247;58591
same_project_url,https://doi.org/10.11587/JPWHWW,2,23455702;23711815,40930;57973
same_project_url,https://doi.org/10.11587/JRP8JO,2,23455702;23711815,41605;58852
same_project_url,https://doi.org/10.11587/JRZMQK,2,23455702;23711815,40927;57976
same_project_url,https://doi.org/10.11587/JSMAYE,2,23455702;23711815,41239;58539
same_project_url,https://doi.org/10.11587/JTXCMC,2,23455702;23711815,41356;58730
same_project_url,https://doi.org/10.11587/JU9T8B,2,23455702;23711815,42108;57916
same_project_url,https://doi.org/10.11587/JUUQS5,2,23455702;23711815,41416;58043
same_project_url,https://doi.org/10.11587/JVKQVJ,2,23455702;23711815,41986;58313
same_project_url,https://doi.org/10.11587/JWF7CA,2,23455702;23711815,42036;57912
same_project_url,https://doi.org/10.11587/JWICG6,2,23455702;23711815,41967;59049
same_project_url,https://doi.org/10.11587/JWQWS3,2,23455702;23711815,42195;57870
same_project_url,https://doi.org/10.11587/JXEGNA,2,23455702;23711815,41167;58799
same_project_url,https://doi.org/10.11587/JYIPCI,3,23047806;23455702;23711815,3090;42124;57821
same_project_url,https://doi.org/10.11587/JYJXPW,2,23455702;23711815,41960;58976
same_project_url,https://doi.org/10.11587/JYLJND,2,23455702;23711815,41026;58053
same_project_url,https://doi.org/10.11587/JYOYPI,2,23455702;23711815,41510;58548
same_project_url,https://doi.org/10.11587/JZBIQJ,2,23455702;23711815,41104;58086
same_project_url,https://doi.org/10.11587/K2FVNV,2,23455702;23711815,41784;58705
same_project_url,https://doi.org/10.11587/K2QJWL,2,23455702;23711815,42141;57253
same_project_url,https://doi.org/10.11587/K32MVR,2,23455702;23711815,41263;58726
same_project_url,https://doi.org/10.11587/K4LVSB,2,23455702;23711815,41163;58659
same_project_url,https://doi.org/10.11587/K4MKVQ,2,23455702;23711815,41516;58554
same_project_url,https://doi.org/10.11587/K6BFRD,2,23455702;23711815,42207;57864
same_project_url,https://doi.org/10.11587/K7LH0M,2,23455702;23711815,41363;58771
same_project_url,https://doi.org/10.11587/K941MY,2,23455702;23711815,42148;57838
same_project_url,https://doi.org/10.11587/K9BCRI,2,23455702;23711815,41739;58281
same_project_url,https://doi.org/10.11587/K9U7MX,2,23455702;23711815,41935;58263
same_project_url,https://doi.org/10.11587/KALXOU,2,23455702;23711815,40911;57963
same_project_url,https://doi.org/10.11587/KAR9QV,2,23455702;23711815,41008;58390
same_project_url,https://doi.org/10.11587/KCSBP8,2,23455702;23711815,41328;58488
same_project_url,https://doi.org/10.11587/KCXUTV,2,23455702;23711815,40996;58243
same_project_url,https://doi.org/10.11587/KDVRPZ,2,23455702;23711815,41676;59057
same_project_url,https://doi.org/10.11587/KEQJAB,2,23455702;23711815,41580;58762
same_project_url,https://doi.org/10.11587/KFLIZ3,2,23455702;23711815,42256;57779
same_project_url,https://doi.org/10.11587/KFQBTH,2,23455702;23711815,42397;59110
same_project_url,https://doi.org/10.11587/KGMSKL,2,23455702;23711815,41245;58563
same_project_url,https://doi.org/10.11587/KGODOR,2,23455702;23711815,41322;58309
same_project_url,https://doi.org/10.11587/KGTINK,2,23455702;23711815,41741;58287
same_project_url,https://doi.org/10.11587/KIAGHL,2,23455702;23711815,41110;58094
same_project_url,https://doi.org/10.11587/KIYG62,2,23455702;23711815,42336;58816
same_project_url,https://doi.org/10.11587/KJ43PA,2,23455702;23711815,41998;58064
same_project_url,https://doi.org/10.11587/KJCV8T,2,23455702;23711815,41838;58891
same_project_url,https://doi.org/10.11587/KLVNUH,2,23455702;23711815,42007;57831
same_project_url,https://doi.org/10.11587/KM8D4I,2,23455702;23711815,41492;58526
same_project_url,https://doi.org/10.11587/KMK0NL,2,23455702;23711815,41288;59013
same_project_url,https://doi.org/10.11587/KOXGPC,4,23047806;23455702;23460503;23711815,3089;40885;54978;57766
same_project_url,https://doi.org/10.11587/KQ41FO,2,23455702;23711815,41205;58231
same_project_url,https://doi.org/10.11587/KRPXJ2,2,23455702;23711815,41442;58173
